Year,Month,Material Number,ProductFamily,Forecast
2018,11,42647,67,240
2018,11,42647,67,28
2018,11,42647,67,416
2018,11,42647,67,96
2018,11,42647,67,320
2018,11,42647,67,12
2018,11,42647,67,8
2018,11,42648,67,4583
2018,11,42648,67,72
2018,11,42648,67,8500
2018,11,42648,67,320
2018,11,42648,67,672
2018,11,42648,67,16
2018,11,42648,67,380
2018,11,42648,67,2924
2018,11,42648,67,3372
2018,11,42648,67,82
2018,11,42648,67,350
2018,11,42648,67,28
2018,11,42648,67,12
2018,11,42648,67,201
2018,11,42648,67,60
2018,11,42648,67,400
2018,11,42648,67,16
2018,11,42648,67,12
2018,11,42649,67,2292
2018,11,42649,67,20
2018,11,42649,67,4100
2018,11,42649,67,8
2018,11,42649,67,144
2018,11,42649,67,1200
2018,11,42649,67,10
2018,11,42649,67,1486
2018,11,42649,67,1740
2018,11,42649,67,40
2018,11,42649,67,180
2018,11,42649,67,104
2018,11,42649,67,204
2018,11,42649,67,8
2018,11,42649,67,6
2018,11,43658,83,109
2018,11,43658,83,310
2018,11,43658,83,439
2018,11,43658,83,80
2018,11,43658,83,172
2018,11,43658,83,176
2018,11,43658,83,48
2018,11,43658,83,265
2018,11,43658,83,48
2018,11,43658,83,406
2018,11,43658,83,128
2018,11,43658,83,336
2018,11,43658,83,24
2018,11,43658,83,50
2018,11,43658,83,115
2018,11,43658,83,144
2018,11,43658,83,66
2018,11,43986,232,80200
2018,11,43986,232,32600
2018,11,43986,232,560
2018,11,43986,232,720
2018,11,43986,232,36093
2018,11,44035,167,547
2018,11,44035,167,1338
2018,11,44035,167,374
2018,11,44035,167,120
2018,11,44035,167,120
2018,11,44035,167,100
2018,11,44035,167,72
2018,11,44035,167,1524
2018,11,44035,167,9215
2018,11,44035,167,486
2018,11,44035,167,124
2018,11,44035,167,20
2018,11,44035,167,96
2018,11,44035,167,268
2018,11,44035,167,216
2018,11,44035,167,24
2018,11,44035,167,72
2018,11,44035,167,48
2018,11,44035,167,415
2018,11,44035,167,12
2018,11,44035,167,16
2018,11,44035,167,20
2018,11,44035,167,76
2018,11,44035,167,48
2018,11,44035,167,137
2018,11,44035,167,164
2018,11,44038,167,268
2018,11,44038,167,3000
2018,11,44038,167,1649
2018,11,44038,167,108
2018,11,44038,167,360
2018,11,44038,167,1180
2018,11,44038,167,168
2018,11,44038,167,2016
2018,11,44038,167,24096
2018,11,44038,167,600
2018,11,44038,167,298
2018,11,44038,167,16
2018,11,44038,167,430
2018,11,44038,167,852
2018,11,44038,167,116
2018,11,44038,167,336
2018,11,44038,167,432
2018,11,44038,167,12
2018,11,44038,167,734
2018,11,44038,167,12
2018,11,44038,167,128
2018,11,44038,167,226
2018,11,44038,167,292
2018,11,44042,167,376
2018,11,44042,167,24525
2018,11,44042,167,1500
2018,11,44042,167,2023
2018,11,44042,167,120
2018,11,44042,167,384
2018,11,44042,167,9216
2018,11,44042,167,1322
2018,11,44042,167,336
2018,11,44042,167,2628
2018,11,44042,167,28852
2018,11,44042,167,532
2018,11,44042,167,391
2018,11,44042,167,32
2018,11,44042,167,12
2018,11,44042,167,694
2018,11,44042,167,1296
2018,11,44042,167,144
2018,11,44042,167,763
2018,11,44042,167,12
2018,11,44042,167,1036
2018,11,44042,167,12
2018,11,44042,167,6
2018,11,44042,167,148
2018,11,44042,167,316
2018,11,44042,167,120
2018,11,44042,167,320
2018,11,44050,234,730
2018,11,44050,234,432
2018,11,44050,234,2850
2018,11,44050,234,12
2018,11,44050,234,3248
2018,11,44050,234,96
2018,11,44050,234,24
2018,11,44050,234,392
2018,11,44050,234,24
2018,11,44050,234,18
2018,11,44050,234,624
2018,11,44050,234,284
2018,11,44050,234,351
2018,11,44050,234,300
2018,11,44050,234,24
2018,11,44050,234,540
2018,11,44052,234,164
2018,11,44052,234,144
2018,11,44052,234,1608
2018,11,44052,234,840
2018,11,44052,234,34
2018,11,44052,234,520
2018,11,44052,234,160
2018,11,44052,234,20
2018,11,44052,234,12
2018,11,44052,234,852
2018,11,44052,234,288
2018,11,44052,234,768
2018,11,44052,234,288
2018,11,44052,234,584
2018,11,44052,234,144
2018,11,44052,234,60
2018,11,44052,234,312
2018,11,44054,234,248
2018,11,44054,234,1000
2018,11,44054,234,336
2018,11,44054,234,62
2018,11,44054,234,1826
2018,11,44054,234,64
2018,11,44054,234,168
2018,11,44054,234,48
2018,11,44054,234,24
2018,11,44054,234,12
2018,11,44054,234,20
2018,11,44054,234,576
2018,11,44054,234,264
2018,11,44054,234,300
2018,11,44054,234,428
2018,11,44054,234,450
2018,11,44054,234,288
2018,11,44054,234,45
2018,11,44054,234,252
2018,11,44058,153,130
2018,11,44058,153,60
2018,11,44058,153,42
2018,11,44058,153,40
2018,11,44058,153,40
2018,11,44059,153,1533
2018,11,44059,153,792
2018,11,44059,153,132
2018,11,44059,153,28547
2018,11,44059,153,1378
2018,11,44059,153,8
2018,11,44059,153,6
2018,11,44060,153,452
2018,11,44060,153,2510
2018,11,44060,153,900
2018,11,44060,153,104
2018,11,44060,153,1717
2018,11,44060,153,8
2018,11,44060,153,12
2018,11,44060,153,8
2018,11,44582,107,176
2018,11,44582,107,3024
2018,11,44582,107,28
2018,11,44582,107,1152
2018,11,44582,107,11000
2018,11,44582,107,326
2018,11,44582,107,160
2018,11,44582,107,1392
2018,11,44582,107,656
2018,11,44582,107,278
2018,11,44582,107,3573
2018,11,44582,107,312
2018,11,44582,107,112
2018,11,44582,107,1565
2018,11,44582,107,56
2018,11,44582,107,105
2018,11,44582,107,320
2018,11,44582,107,2814
2018,11,44582,107,317
2018,11,44582,107,48
2018,11,44582,107,43
2018,11,44582,107,132
2018,11,44582,107,256
2018,11,44582,107,38
2018,11,44582,107,16
2018,11,44582,107,35
2018,11,44582,107,408
2018,11,44582,107,256
2018,11,44582,107,120
2018,11,44582,107,408
2018,11,44582,107,336
2018,11,44582,107,154
2018,11,44582,107,48
2018,11,44582,107,182
2018,11,44584,107,152
2018,11,44584,107,32
2018,11,44584,107,228
2018,11,44584,107,184
2018,11,44584,107,144
2018,11,44584,107,3031
2018,11,44584,107,200
2018,11,44584,107,1400
2018,11,44584,107,8
2018,11,44584,107,104
2018,11,44584,107,276
2018,11,44584,107,96
2018,11,44584,107,16
2018,11,44584,107,48
2018,11,44584,107,88
2018,11,44584,107,24
2018,11,44584,107,6
2018,11,44584,107,20
2018,11,44968,152,12518
2018,11,44968,152,50
2018,11,44968,152,218
2018,11,44968,152,53
2018,11,44968,152,3840
2018,11,44968,152,22
2018,11,44968,152,410
2018,11,44968,152,398
2018,11,44968,152,2736
2018,11,44968,152,57
2018,11,44968,152,720
2018,11,44968,152,276
2018,11,44968,152,180
2018,11,44968,152,1497
2018,11,44968,152,14
2018,11,44968,152,936
2018,11,44968,152,57
2018,11,44968,152,51
2018,11,44968,152,80
2018,11,44968,152,553
2018,11,44968,152,249
2018,11,44968,152,213
2018,11,44968,152,9
2018,11,44968,152,360
2018,11,44968,152,61
2018,11,44968,152,19
2018,11,44968,152,14
2018,11,44968,152,249
2018,11,44968,152,57
2018,11,44968,152,7
2018,11,44968,152,69
2018,11,44968,152,19
2018,11,44968,152,48
2018,11,44970,152,24307
2018,11,44970,152,97
2018,11,44970,152,76
2018,11,44970,152,656
2018,11,44970,152,57
2018,11,44970,152,329
2018,11,44970,152,6757
2018,11,44970,152,480
2018,11,44970,152,661
2018,11,44970,152,240
2018,11,44970,152,2995
2018,11,44970,152,104
2018,11,44970,152,4464
2018,11,44970,152,1795
2018,11,44970,152,614
2018,11,44970,152,3744
2018,11,44970,152,64
2018,11,44970,152,1843
2018,11,44970,152,432
2018,11,44970,152,268
2018,11,44970,152,984
2018,11,44970,152,21
2018,11,44970,152,67
2018,11,44970,152,115
2018,11,44970,152,22
2018,11,44970,152,268
2018,11,44970,152,36
2018,11,44970,152,4200
2018,11,44970,152,115
2018,11,44970,152,132
2018,11,44970,152,268
2018,11,44970,152,115
2018,11,44970,152,182
2018,11,44970,152,38
2018,11,44970,152,92
2018,11,45316,269,10938
2018,11,45316,269,114
2018,11,45316,269,432
2018,11,45316,269,6800
2018,11,45316,269,190
2018,11,45316,269,739
2018,11,45316,269,36
2018,11,45316,269,400
2018,11,45316,269,144
2018,11,45316,269,72
2018,11,45316,269,1200
2018,11,45316,269,764
2018,11,45316,269,72
2018,11,45316,269,2057
2018,11,45316,269,324
2018,11,45316,269,20
2018,11,45316,269,350
2018,11,45316,269,414
2018,11,45316,269,40
2018,11,45316,269,20
2018,11,45316,269,408
2018,11,45316,269,72
2018,11,45316,269,1310
2018,11,45316,269,126
2018,11,45316,269,56
2018,11,45316,269,12
2018,11,45316,269,144
2018,11,45316,269,20
2018,11,45316,269,72
2018,11,45316,269,144
2018,11,45316,269,96
2018,11,45316,269,65
2018,11,45316,269,24
2018,11,45316,269,12
2018,11,45320,269,37188
2018,11,45320,269,400
2018,11,45320,269,1070
2018,11,45320,269,12780
2018,11,45320,269,1613
2018,11,45320,269,96
2018,11,45320,269,700
2018,11,45320,269,216
2018,11,45320,269,4476
2018,11,45320,269,644
2018,11,45320,269,36
2018,11,45320,269,1968
2018,11,45320,269,808
2018,11,45320,269,72
2018,11,45320,269,1887
2018,11,45320,269,25
2018,11,45320,269,1355
2018,11,45320,269,64
2018,11,45320,269,14
2018,11,45320,269,216
2018,11,45320,269,240
2018,11,45320,269,1086
2018,11,45320,269,360
2018,11,45320,269,504
2018,11,45320,269,196
2018,11,45320,269,504
2018,11,45320,269,42
2018,11,45320,269,528
2018,11,45320,269,216
2018,11,45320,269,194
2018,11,45320,269,72
2018,11,45320,269,8
2018,11,45320,269,48
2018,11,45392,269,509
2018,11,45392,269,268
2018,11,45392,269,60
2018,11,45392,269,60
2018,11,45392,269,12
2018,11,45392,269,63
2018,11,45392,269,42
2018,11,45392,269,120
2018,11,45392,269,8
2018,11,45393,269,138
2018,11,45393,269,846
2018,11,45393,269,2664
2018,11,45393,269,744
2018,11,45393,269,60
2018,11,45393,269,72
2018,11,45393,269,144
2018,11,45393,269,222
2018,11,45393,269,50
2018,11,45393,269,72
2018,11,45393,269,150
2018,11,45393,269,31
2018,11,45393,269,900
2018,11,45393,269,64
2018,11,45393,269,31
2018,11,45393,269,72
2018,11,45393,269,24
2018,11,45393,269,24
2018,11,45429,287,315
2018,11,45429,287,72
2018,11,45429,287,500
2018,11,45429,287,80
2018,11,45429,287,36
2018,11,45430,287,535
2018,11,45430,287,72
2018,11,45430,287,500
2018,11,45430,287,48
2018,11,45531,240,108
2018,11,45531,240,72
2018,11,45531,240,120
2018,11,45531,240,380
2018,11,45531,240,288
2018,11,45531,240,72
2018,11,45531,240,1800
2018,11,45531,240,24
2018,11,45531,240,175
2018,11,45531,240,163
2018,11,45531,240,270
2018,11,45531,240,165
2018,11,45531,240,1300
2018,11,45531,240,36
2018,11,45531,240,363
2018,11,45531,240,48
2018,11,45531,240,90
2018,11,45531,240,50
2018,11,45531,240,6
2018,11,45531,240,12
2018,11,45531,240,27
2018,11,45531,240,30
2018,11,45531,240,12
2018,11,45531,240,6
2018,11,45531,240,40
2018,11,45531,240,12
2018,11,45531,240,24
2018,11,45531,240,12
2018,11,45531,240,24
2018,11,45531,240,48
2018,11,45534,240,515
2018,11,45534,240,216
2018,11,45534,240,500
2018,11,45534,240,1085
2018,11,45534,240,530
2018,11,45534,240,15
2018,11,45534,240,120
2018,11,45534,240,5385
2018,11,45534,240,72
2018,11,45534,240,355
2018,11,45534,240,745
2018,11,45534,240,300
2018,11,45534,240,345
2018,11,45534,240,4200
2018,11,45534,240,135
2018,11,45534,240,985
2018,11,45534,240,72
2018,11,45534,240,250
2018,11,45534,240,96
2018,11,45534,240,72
2018,11,45534,240,18
2018,11,45534,240,84
2018,11,45534,240,35
2018,11,45534,240,90
2018,11,45534,240,80
2018,11,45534,240,25
2018,11,45534,240,24
2018,11,45534,240,36
2018,11,45534,240,36
2018,11,45534,240,96
2018,11,45534,240,12
2018,11,45534,240,24
2018,11,45709,274,2917
2018,11,45709,274,29
2018,11,45709,274,396
2018,11,45709,274,2304
2018,11,45709,274,1344
2018,11,45709,274,232
2018,11,45709,274,1548
2018,11,45709,274,1268
2018,11,45709,274,6
2018,11,45709,274,154
2018,11,45709,274,6
2018,11,45709,274,48
2018,11,45709,274,33
2018,11,45709,274,36
2018,11,45709,274,112
2018,11,45720,274,2500
2018,11,45720,274,25
2018,11,45720,274,666
2018,11,45720,274,1404
2018,11,45720,274,772
2018,11,45720,274,92
2018,11,45720,274,402
2018,11,45720,274,576
2018,11,45720,274,1152
2018,11,45720,274,6
2018,11,45720,274,20
2018,11,45720,274,48
2018,11,45720,274,48
2018,11,45726,274,5417
2018,11,45726,274,72
2018,11,45726,274,2500
2018,11,45726,274,2448
2018,11,45726,274,1232
2018,11,45726,274,174
2018,11,45726,274,6718
2018,11,45726,274,2880
2018,11,45726,274,9
2018,11,45726,274,3499
2018,11,45726,274,108
2018,11,45726,274,12
2018,11,45726,274,35
2018,11,45726,274,104
2018,11,45726,274,152
2018,11,45968,232,12900
2018,11,45968,232,36
2018,11,45968,232,183
2018,11,45968,232,180
2018,11,46094,167,228
2018,11,46094,167,6
2018,11,46094,167,29
2018,11,46094,167,937
2018,11,46094,167,8
2018,11,46094,167,36
2018,11,46094,167,480
2018,11,46094,167,6
2018,11,46094,167,6
2018,11,46094,167,50
2018,11,46094,167,4
2018,11,46094,167,6
2018,11,46094,167,8
2018,11,46094,167,6
2018,11,46094,167,28
2018,11,46108,229,5552
2018,11,46108,229,48
2018,11,46108,229,1352
2018,11,46108,229,1169
2018,11,46108,229,16
2018,11,46108,229,11458
2018,11,46108,229,600
2018,11,46108,229,48
2018,11,46108,229,2360
2018,11,46108,229,1856
2018,11,46108,229,176
2018,11,46108,229,490
2018,11,46108,229,701
2018,11,46108,229,88
2018,11,46108,229,250
2018,11,46108,229,48
2018,11,46108,229,16232
2018,11,46108,229,48
2018,11,46108,229,252
2018,11,46108,229,360
2018,11,46108,229,72
2018,11,46108,229,696
2018,11,46108,229,16
2018,11,46108,229,6
2018,11,46108,229,367
2018,11,46108,229,25
2018,11,46108,229,40
2018,11,46108,229,400
2018,11,46108,229,12
2018,11,46108,229,11
2018,11,46108,229,75
2018,11,46108,229,56
2018,11,46108,229,120
2018,11,46108,229,112
2018,11,46108,229,26
2018,11,46108,229,173
2018,11,46119,167,152
2018,11,46119,167,84
2018,11,46119,167,112
2018,11,46119,167,1806
2018,11,46119,167,108
2018,11,46119,167,320
2018,11,46119,167,461
2018,11,46119,167,187
2018,11,46119,167,720
2018,11,46119,167,36
2018,11,46119,167,104
2018,11,46119,167,6
2018,11,46119,167,12
2018,11,46119,167,157
2018,11,46119,167,4
2018,11,46119,167,8
2018,11,46119,167,20
2018,11,46119,167,6
2018,11,46119,167,32
2018,11,46125,167,193
2018,11,46125,167,535
2018,11,46125,167,80
2018,11,46125,167,124
2018,11,46125,167,32
2018,11,46125,167,2112
2018,11,46125,167,16
2018,11,46125,167,161
2018,11,46125,167,3347
2018,11,46125,167,160
2018,11,46125,167,512
2018,11,46125,167,1540
2018,11,46125,167,260
2018,11,46125,167,916
2018,11,46125,167,328
2018,11,46125,167,240
2018,11,46125,167,12
2018,11,46125,167,6
2018,11,46125,167,210
2018,11,46125,167,12
2018,11,46125,167,10
2018,11,46125,167,20
2018,11,46125,167,22
2018,11,46125,167,58
2018,11,46125,167,48
2018,11,46126,167,560
2018,11,46126,167,1724
2018,11,46126,167,226
2018,11,46126,167,30
2018,11,46126,167,4205
2018,11,46126,167,156
2018,11,46126,167,736
2018,11,46126,167,72
2018,11,46126,167,744
2018,11,46126,167,14236
2018,11,46126,167,518
2018,11,46126,167,208
2018,11,46126,167,8
2018,11,46126,167,156
2018,11,46126,167,336
2018,11,46126,167,324
2018,11,46126,167,49
2018,11,46126,167,12
2018,11,46126,167,120
2018,11,46126,167,64
2018,11,46126,167,502
2018,11,46126,167,6
2018,11,46126,167,6
2018,11,46126,167,16
2018,11,46126,167,120
2018,11,46126,167,48
2018,11,46126,167,43
2018,11,46126,167,160
2018,11,46126,167,144
2018,11,46128,167,12
2018,11,46128,167,6
2018,11,46128,167,18
2018,11,46128,167,10
2018,11,46128,167,37
2018,11,46128,167,1621
2018,11,46128,167,84
2018,11,46128,167,384
2018,11,46128,167,3706
2018,11,46128,167,25
2018,11,46128,167,370
2018,11,46128,167,6
2018,11,46128,167,113
2018,11,46128,167,6
2018,11,46128,167,6
2018,11,46128,167,6
2018,11,46128,167,6
2018,11,46128,167,20
2018,11,46128,167,18
2018,11,46256,57,1572
2018,11,46256,57,3220
2018,11,46256,57,71
2018,11,46256,57,850
2018,11,46256,57,110
2018,11,46256,57,6
2018,11,46256,57,23
2018,11,46256,57,33
2018,11,46256,57,91
2018,11,46308,57,5702
2018,11,46308,57,9000
2018,11,46308,57,347
2018,11,46308,57,1700
2018,11,46308,57,300
2018,11,46308,57,24
2018,11,46308,57,131
2018,11,46308,57,314
2018,11,46384,553,6
2018,11,46384,553,1976
2018,11,46384,553,68
2018,11,46384,553,48
2018,11,46384,553,12
2018,11,46384,553,414
2018,11,46384,553,72
2018,11,46384,553,114
2018,11,46384,553,360
2018,11,46384,553,72
2018,11,46384,553,24
2018,11,46384,553,78
2018,11,46384,553,33
2018,11,46384,553,336
2018,11,46384,553,8
2018,11,46384,553,96
2018,11,46384,553,22
2018,11,46384,553,6
2018,11,46384,553,24
2018,11,46384,553,24
2018,11,46384,553,24
2018,11,46384,553,6
2018,11,46384,553,12
2018,11,46384,553,12
2018,11,46384,553,6
2018,11,46386,553,48
2018,11,46386,553,72
2018,11,46386,553,2706
2018,11,46386,553,106
2018,11,46386,553,552
2018,11,46386,553,16
2018,11,46386,553,9
2018,11,46386,553,104
2018,11,46386,553,132
2018,11,46386,553,1039
2018,11,46386,553,115
2018,11,46386,553,19
2018,11,46386,553,12
2018,11,46386,553,145
2018,11,46386,553,36
2018,11,46386,553,20
2018,11,46386,553,173
2018,11,46386,553,43
2018,11,46386,553,13
2018,11,46386,553,52
2018,11,46386,553,33
2018,11,46386,553,12
2018,11,46386,553,24
2018,11,46386,553,12
2018,11,46386,553,12
2018,11,46386,553,12
2018,11,46386,553,12
2018,11,46386,553,12
2018,11,46386,553,10
2018,11,46386,553,4
2018,11,46386,553,6
2018,11,46386,553,14
2018,11,46386,553,6
2018,11,46386,553,44
2018,11,46386,553,16
2018,11,46386,553,20
2018,11,46386,553,12
2018,11,46387,553,28
2018,11,46387,553,216
2018,11,46387,553,6
2018,11,46387,553,69
2018,11,46387,553,118
2018,11,46408,61,83
2018,11,46408,61,63
2018,11,46408,61,80
2018,11,46408,61,248
2018,11,46408,61,312
2018,11,46408,61,6
2018,11,46408,61,10
2018,11,46408,61,656
2018,11,46408,61,230
2018,11,46408,61,6
2018,11,46408,61,16
2018,11,46409,61,104
2018,11,46409,61,8
2018,11,46409,61,26
2018,11,46409,61,450
2018,11,46409,61,336
2018,11,46409,61,6
2018,11,46409,61,6
2018,11,46409,61,12
2018,11,46409,61,392
2018,11,46409,61,372
2018,11,46409,61,12
2018,11,46409,61,6
2018,11,46409,61,10
2018,11,46409,61,6
2018,11,46612,272,672223
2018,11,46612,272,13420
2018,11,46612,272,13867
2018,11,46612,272,365149
2018,11,46612,272,115200
2018,11,46612,272,16639
2018,11,46612,272,20087
2018,11,46612,272,72000
2018,11,46612,272,41280
2018,11,46612,272,21520
2018,11,46612,272,3388
2018,11,46612,272,42500
2018,11,46612,272,700
2018,11,46612,272,364
2018,11,46612,272,591
2018,11,46612,272,20
2018,11,46612,272,958
2018,11,46612,272,9600
2018,11,46612,272,5599
2018,11,46612,272,7680
2018,11,46612,272,13600
2018,11,46612,272,816
2018,11,46612,272,8000
2018,11,46612,272,3000
2018,11,46814,309,1878
2018,11,46814,309,120
2018,11,46814,309,6
2018,11,46814,309,80
2018,11,46814,309,12
2018,11,46814,309,109
2018,11,46814,309,30
2018,11,46814,309,24
2018,11,46814,309,220
2018,11,46814,309,12
2018,11,46815,309,1661
2018,11,46815,309,30
2018,11,46815,309,12
2018,11,46815,309,75
2018,11,46815,309,12
2018,11,46815,309,90
2018,11,46815,309,6
2018,11,46816,309,2281
2018,11,46816,309,60
2018,11,46816,309,24
2018,11,46816,309,105
2018,11,46816,309,6
2018,11,46816,309,260
2018,11,46816,309,6
2018,11,46834,309,1958
2018,11,46834,309,280
2018,11,46834,309,140
2018,11,46834,309,3084
2018,11,46834,309,90
2018,11,46834,309,12
2018,11,46834,309,140
2018,11,46834,309,75
2018,11,46834,309,12
2018,11,46834,309,24
2018,11,46834,309,150
2018,11,46834,309,20
2018,11,46973,218,424
2018,11,46974,218,155
2018,11,46974,218,1140
2018,11,46981,67,376
2018,11,47059,318,3300
2018,11,47059,318,8789
2018,11,47059,318,72
2018,11,47059,318,320
2018,11,47059,318,820
2018,11,47059,318,48
2018,11,47059,318,216
2018,11,47059,318,36
2018,11,47059,318,300
2018,11,47059,318,3300
2018,11,47059,318,250
2018,11,47059,318,1680
2018,11,47059,318,12
2018,11,47059,318,12
2018,11,47059,318,120
2018,11,47059,318,12
2018,11,47059,318,24
2018,11,47059,318,6
2018,11,47059,318,72
2018,11,47059,318,44
2018,11,47059,318,60
2018,11,47059,318,60
2018,11,47059,318,36
2018,11,47059,318,36
2018,11,47065,318,11200
2018,11,47065,318,950
2018,11,47065,318,25816
2018,11,47065,318,6
2018,11,47065,318,265
2018,11,47065,318,1300
2018,11,47065,318,20
2018,11,47065,318,1800
2018,11,47065,318,120
2018,11,47065,318,108
2018,11,47065,318,750
2018,11,47065,318,740
2018,11,47065,318,9775
2018,11,47065,318,603
2018,11,47065,318,144
2018,11,47065,318,48
2018,11,47065,318,144
2018,11,47065,318,100
2018,11,47065,318,300
2018,11,47065,318,12
2018,11,47251,234,36
2018,11,47251,234,230
2018,11,47251,234,110
2018,11,47251,234,96
2018,11,47251,234,192
2018,11,47251,234,498
2018,11,47251,234,250
2018,11,47251,234,100
2018,11,47251,234,150
2018,11,47251,234,6
2018,11,47251,234,224
2018,11,47251,234,150
2018,11,47251,234,36
2018,11,47251,234,125
2018,11,47251,234,36
2018,11,47251,234,15
2018,11,47251,234,32
2018,11,47251,234,24
2018,11,47251,234,100
2018,11,47251,234,6
2018,11,47251,234,120
2018,11,47254,234,234
2018,11,47254,234,55
2018,11,47254,234,55
2018,11,47254,234,334
2018,11,47254,234,111
2018,11,47254,234,24
2018,11,47254,234,84
2018,11,47254,234,135
2018,11,47254,234,48
2018,11,47254,234,14
2018,11,47254,234,45
2018,11,47254,234,6
2018,11,47254,234,20
2018,11,47254,234,14
2018,11,47254,234,48
2018,11,47254,234,92
2018,11,47257,234,22
2018,11,47257,234,126
2018,11,47257,234,40
2018,11,47257,234,22
2018,11,47257,234,25
2018,11,47257,234,18
2018,11,47257,234,8
2018,11,47257,234,12
2018,11,47257,234,6
2018,11,47257,234,20
2018,11,47257,234,6
2018,11,47257,234,6
2018,11,47257,234,54
2018,11,47257,234,60
2018,11,47723,333,6500
2018,11,47723,333,1520
2018,11,47723,333,1240
2018,11,47723,333,950
2018,11,47723,333,2100
2018,11,47723,333,160
2018,11,47723,333,400
2018,11,47723,333,72
2018,11,47723,333,235
2018,11,47723,333,40
2018,11,47723,333,6
2018,11,47723,333,36
2018,11,47723,333,30
2018,11,47723,333,60
2018,11,47723,333,42
2018,11,47723,333,6
2018,11,47723,333,12
2018,11,47808,295,112
2018,11,47808,295,528
2018,11,47808,295,168
2018,11,47808,295,30000
2018,11,47808,295,60
2018,11,47808,295,448
2018,11,47808,295,1670
2018,11,47808,295,16
2018,11,47808,295,1212
2018,11,47808,295,121
2018,11,47808,295,17344
2018,11,47808,295,144
2018,11,47808,295,400
2018,11,47808,295,570
2018,11,47808,295,432
2018,11,47808,295,983
2018,11,47808,295,18400
2018,11,47808,295,160
2018,11,47808,295,4550
2018,11,47808,295,48
2018,11,47808,295,1414
2018,11,47808,295,56
2018,11,47808,295,288
2018,11,47808,295,7561
2018,11,47808,295,200
2018,11,47808,295,208
2018,11,47808,295,450
2018,11,47808,295,72
2018,11,47808,295,33
2018,11,47808,295,56
2018,11,47808,295,40
2018,11,47808,295,64
2018,11,47808,295,137
2018,11,47808,295,48
2018,11,47808,295,144
2018,11,47808,295,64
2018,11,47808,295,184
2018,11,47808,295,46
2018,11,47808,295,29
2018,11,47808,295,48
2018,11,47808,295,256
2018,11,47808,295,160
2018,11,47808,295,96
2018,11,47808,295,604
2018,11,47808,295,592
2018,11,47808,295,360
2018,11,47808,295,48
2018,11,47808,295,345
2018,11,48009,355,1415
2018,11,48009,355,384
2018,11,48009,355,75000
2018,11,48009,355,144
2018,11,48009,355,2704
2018,11,48009,355,2401
2018,11,48009,355,2112
2018,11,48009,355,16272
2018,11,48009,355,24
2018,11,48009,355,2669
2018,11,48009,355,5768
2018,11,48009,355,32708
2018,11,48009,355,395
2018,11,48009,355,14500
2018,11,48009,355,112
2018,11,48009,355,6140
2018,11,48009,355,20
2018,11,48009,355,20640
2018,11,48009,355,736
2018,11,48009,355,2408
2018,11,48009,355,40
2018,11,48009,355,72
2018,11,48009,355,8
2018,11,48009,355,1528
2018,11,48009,355,8
2018,11,48009,355,48
2018,11,48009,355,41
2018,11,48009,355,48
2018,11,48009,355,100
2018,11,48740,348,610
2018,11,48740,348,1365
2018,11,48740,348,20517
2018,11,48740,348,873
2018,11,48740,348,303
2018,11,48740,348,127
2018,11,48740,348,28
2018,11,48740,348,532
2018,11,48740,348,688
2018,11,48740,348,3786
2018,11,48740,348,15557
2018,11,48740,348,7
2018,11,48740,348,35
2018,11,48740,348,1260
2018,11,48740,348,248
2018,11,48740,348,9047
2018,11,48740,348,49
2018,11,48740,348,234
2018,11,48740,348,2259
2018,11,48740,348,463
2018,11,48740,348,12
2018,11,48740,348,35
2018,11,48740,348,355
2018,11,48740,348,163
2018,11,48740,348,49
2018,11,48740,348,14
2018,11,48740,348,7
2018,11,48740,348,17
2018,11,48740,348,42
2018,11,48740,348,28
2018,11,48740,348,28
2018,11,48740,348,36
2018,11,48740,348,124
2018,11,48740,348,71
2018,11,48740,348,490
2018,11,48740,348,433
2018,11,48740,348,241
2018,11,48740,348,106
2018,11,48740,348,59
2018,11,49086,269,24
2018,11,49086,269,48
2018,11,49086,269,74
2018,11,49086,269,33
2018,11,49086,269,14
2018,11,49086,269,2088
2018,11,49086,269,300
2018,11,49086,269,16
2018,11,49086,269,1008
2018,11,49086,269,600
2018,11,49086,269,13
2018,11,49086,269,108
2018,11,49086,269,8
2018,11,49086,269,5
2018,11,49086,269,14
2018,11,49086,269,12
2018,11,49086,269,12
2018,11,49087,269,3300
2018,11,49087,269,412
2018,11,49087,269,96
2018,11,49087,269,136
2018,11,49087,269,24
2018,11,49087,269,60
2018,11,49087,269,720
2018,11,49087,269,12
2018,11,49087,269,40
2018,11,49087,269,349
2018,11,49087,269,38
2018,11,49087,269,24
2018,11,49087,269,20
2018,11,49087,269,6
2018,11,49087,269,7
2018,11,49087,269,28
2018,11,49087,269,36
2018,11,49087,269,6
2018,11,49087,269,24
2018,11,49087,269,9
2018,11,49088,269,94
2018,11,49088,269,23
2018,11,49088,269,24
2018,11,49088,269,32
2018,11,49088,269,60
2018,11,49088,269,768
2018,11,49088,269,30
2018,11,49088,269,512
2018,11,49088,269,6
2018,11,49088,269,72
2018,11,49088,269,6
2018,11,49088,269,28
2018,11,49088,269,2
2018,11,49088,269,16
2018,11,49088,269,24
2018,11,49088,269,12
2018,11,49088,269,18
2018,11,49288,355,9313
2018,11,49288,355,136
2018,11,49288,355,756
2018,11,49288,355,80
2018,11,49288,355,664
2018,11,49288,355,619
2018,11,49288,355,1041
2018,11,49288,355,1209
