Calendar Month,MaterialNumber,ProductFamily,Market Share %,Number of Competitirs,WAC Price
8/1/2019,45545,127,0,16,8.71
8/1/2019,46313,127,0,10,22.45
8/1/2019,45709,274,48,6,208.92
8/1/2019,45720,274,43,7,74.48
8/1/2019,45726,274,37,9,122.55
8/1/2019,47251,234,11,8,296.67
8/1/2019,47254,234,11,8,375
8/1/2019,47257,234,9,6,425
8/1/2019,47059,318,31,13,47.7
8/1/2019,47065,318,65,13,60
8/1/2019,47808,295,63,3,120
8/1/2019,59535,439,0,16,
8/1/2019,50998,441,16,6,66.94
8/1/2019,51796,358,51,6,438.6
8/1/2019,51795,358,53,7,877.2
8/1/2019,44981,152,34,4,32.3
8/1/2019,44968,152,23,2,130
8/1/2019,59480,322,15,11,558.33
8/1/2019,59483,322,14,7,833.33
8/1/2019,59486,322,7,9,333.33
8/1/2019,59489,322,21,8,1125
8/1/2019,59492,322,8,10,358.33
8/1/2019,59495,322,9,5,450
8/1/2019,60648,322,20,8,37.71
8/1/2019,60649,322,24,8,55.61
8/1/2019,60650,322,12,7,73.52
8/1/2019,60651,322,17,8,25.67
8/1/2019,55624,348,21,2,216.69
8/1/2019,48740,348,50,8,39.54
8/1/2019,53212,348,47,4,26.91
8/1/2019,44058,153,4,7,65.83
8/1/2019,44059,153,1,18,34.87
8/1/2019,44060,153,1,17,57.76
8/1/2019,64640,293,40,7,11.5
8/1/2019,64049,455,7,14,100
8/1/2019,64047,455,0,15,50
8/1/2019,58679,159,100,NULL,336.88
8/1/2019,57553,159,43,4,63
8/1/2019,57554,159,35,4,66
8/1/2019,42470,161,100,NULL,133.38
8/1/2019,66346,638,14,6,24.75
8/1/2019,66345,638,36,5,24.75
8/1/2019,44035,167,20,10,23.15
8/1/2019,44038,167,13,14,23.52
8/1/2019,44042,167,19,12,34.52
8/1/2019,46126,167,34,8,34.52
8/1/2019,58582,465,0,17,31.85
8/1/2019,58584,465,0,18,60.11
8/1/2019,58578,465,0,16,180
8/1/2019,60157,465,0,14,47.28
8/1/2019,58580,465,0,14,30.51
8/1/2019,60394,468,44,5,158.41
8/1/2019,54880,469,57,4,560.15
8/1/2019,60119,469,1,6,45.2
8/1/2019,65160,475,0,12,32.93
8/1/2019,65161,475,0,12,32.93
8/1/2019,65159,475,0,11,32.93
8/1/2019,42482,179,99,2,1639.93
8/1/2019,42484,179,100,1,662.03
8/1/2019,42577,182,30,6,64.53
8/1/2019,42579,182,27,5,80.69
8/1/2019,42573,182,40,3,65.88
8/1/2019,42575,182,32,8,48.37
8/1/2019,61572,201,14,6,128.94
8/1/2019,49086,269,70,2,244.03
8/1/2019,49087,269,68,2,309.32
8/1/2019,49088,269,63,2,463.94
8/1/2019,45316,269,29,9,24.99
8/1/2019,45320,269,28,11,30.49
8/1/2019,61084,1068,7,3,125.28
8/1/2019,51328,203,0,10,57.95
8/1/2019,51331,203,27,4,325.71
8/1/2019,51333,203,0,8,30.4
8/1/2019,55784,520,0,6,47.61
8/1/2019,46834,309,5,13,80
8/1/2019,46814,309,6,12,80
8/1/2019,46815,309,5,12,90
8/1/2019,46816,309,6,12,90
9/1/2019,57975,365,0,7,150
9/1/2019,42518,4,17,11,18
9/1/2019,42374,4,6,13,176.5
9/1/2019,42376,4,9,10,151.25
9/1/2019,65571,1057,0,8,59.42
9/1/2019,65568,1057,0,8,47.04
9/1/2019,65570,1057,0,8,59.42
9/1/2019,60820,373,30,3,848.06
9/1/2019,52612,373,2,16,44.6
9/1/2019,54073,373,3,15,1486.67
9/1/2019,54071,373,3,16,1681.67
9/1/2019,53003,373,3,15,1486.67
9/1/2019,52610,373,3,16,50.45
9/1/2019,54050,373,3,17,1486.67
9/1/2019,54127,320,41,20,19.06
9/1/2019,54134,320,45,21,27.13
9/1/2019,54141,320,43,20,27.13
9/1/2019,54121,320,37,21,27.13
9/1/2019,48009,355,35,7,43.5
9/1/2019,56784,355,43,2,111.38
9/1/2019,49288,355,14,3,50
9/1/2019,56628,238,0,5,72.9
9/1/2019,47723,333,46,3,200
9/1/2019,46384,553,24,3,89.47
9/1/2019,46385,553,0,3,89.47
9/1/2019,46386,553,21,3,89.47
9/1/2019,46387,553,4,2,89.47
9/1/2019,64799,228,50,3,13.75
9/1/2019,42591,217,35,6,71.34
9/1/2019,42589,217,35,7,53.48
9/1/2019,43658,83,9,2,56.4
9/1/2019,46108,229,67,1,74.87
9/1/2019,50589,28,1,2,178.74
9/1/2019,50595,28,1,2,178.74
9/1/2019,54170,28,1,2,178.74
9/1/2019,42625,28,1,8,1279.3
9/1/2019,58806,29,39,2,237.82
9/1/2019,58807,29,40,2,237.82
9/1/2019,58878,29,39,2,237.82
9/1/2019,58879,29,41,2,237.82
9/1/2019,65048,330,17,5,120
9/1/2019,65050,330,34,7,35.73
9/1/2019,65052,381,33,5,71.2
9/1/2019,65055,381,43,5,141.3
9/1/2019,65059,329,11,8,35
9/1/2019,65060,329,20,6,2.25
9/1/2019,65064,329,16,7,60
9/1/2019,65065,329,15,8,3.65
9/1/2019,61587,562,15,16,300
9/1/2019,61590,562,24,17,400
9/1/2019,61592,562,20,11,20
9/1/2019,45430,287,0,5,21.9
9/1/2019,45429,287,1,4,21.9
9/1/2019,66492,1149,12,7,1900
9/1/2019,45968,232,19,11,166.67
9/1/2019,63907,52,28,4,679.16
9/1/2019,63918,52,20,4,679.16
9/1/2019,42403,53,43,4,335.32
9/1/2019,42401,53,30,4,84.01
9/1/2019,46256,57,24,8,104.88
9/1/2019,46308,57,26,9,117.75
9/1/2019,57338,59,25,6,100
9/1/2019,46409,61,30,12,371.09
9/1/2019,42410,61,25,12,439.38
9/1/2019,55986,1009,26,7,96.88
9/1/2019,42418,67,42,11,425.3
9/1/2019,42420,67,48,13,425.3
9/1/2019,42422,67,50,12,479.3
9/1/2019,42424,67,57,9,480.1
9/1/2019,52592,391,1,16,29.38
9/1/2019,52593,391,0,18,14.73
9/1/2019,52594,391,0,18,14.73
9/1/2019,63299,547,0,6,11
9/1/2019,51451,512,0,2,85.59
9/1/2019,42433,72,70,3,107.78
9/1/2019,42435,72,16,4,129.34
9/1/2019,42613,72,44,5,105.9
9/1/2019,42615,72,41,5,112.5
9/1/2019,51552,404,2,14,73.8
9/1/2019,54145,353,6,4,10.95
9/1/2019,54146,353,9,4,15.95
9/1/2019,54147,353,7,6,34.95
9/1/2019,53148,74,51,4,498.15
9/1/2019,53151,74,6,4,56.46
9/1/2019,65959,405,46,1,261.26
9/1/2019,65960,405,42,1,379.62
9/1/2019,65961,405,52,1,516.86
9/1/2019,42447,87,67,2,60
9/1/2019,42443,87,65,1,50
9/1/2019,42445,87,64,2,55
9/1/2019,42658,90,0,22,144
9/1/2019,47715,90,1,18,324.6
9/1/2019,46929,311,10,5,137.48
9/1/2019,46808,311,0,6,137.48
9/1/2019,46922,311,1,6,137.48
9/1/2019,64143,518,0,4,38.52
9/1/2019,64142,518,0,4,7.71
9/1/2019,64141,518,0,4,77.03
9/1/2019,42588,218,90,5,30.5
9/1/2019,42585,218,88,7,21.75
9/1/2019,63441,1064,33,5,41.96
9/1/2019,63443,1064,32,5,41.96
9/1/2019,63444,1064,28,6,41.96
9/1/2019,63445,1064,23,6,41.96
9/1/2019,49206,996,45,6,135.75
9/1/2019,49218,996,59,6,136.7
9/1/2019,49572,497,50,5,85
9/1/2019,63307,497,10,3,240
9/1/2019,63479,415,19,15,1114.15
9/1/2019,61086,415,45,15,1368.26
9/1/2019,63896,335,22,9,30.06
9/1/2019,63895,335,19,8,14.54
9/1/2019,44584,107,51,5,64.12
9/1/2019,54101,424,58,2,703.03
9/1/2019,54107,424,38,7,225
9/1/2019,54112,424,43,4,225
9/1/2019,45531,240,55,2,151.87
9/1/2019,45534,240,61,2,157.95
9/1/2019,55984,427,89,2,11
9/1/2019,56008,313,17,8,44.47
9/1/2019,59428,313,13,6,66.77
9/1/2019,57787,1007,0,4,60
9/1/2019,61100,1007,0,12,30
9/1/2019,45545,127,0,14,8.71
9/1/2019,46313,127,0,10,22.45
9/1/2019,45709,274,42,6,208.92
9/1/2019,45720,274,42,7,74.48
9/1/2019,45726,274,37,9,122.55
9/1/2019,47251,234,11,8,296.67
9/1/2019,47254,234,11,8,375
9/1/2019,47257,234,11,6,425
9/1/2019,47059,318,33,13,47.7
9/1/2019,47065,318,67,13,60
9/1/2019,47808,295,71,3,120
9/1/2019,59535,439,0,16,
9/1/2019,50998,441,15,5,66.94
9/1/2019,51796,358,49,7,438.6
9/1/2019,51795,358,50,7,877.2
9/1/2019,44981,152,34,4,32.3
9/1/2019,44968,152,27,2,130
9/1/2019,59480,322,19,9,558.33
9/1/2019,59483,322,21,8,833.33
9/1/2019,59486,322,13,8,333.33
9/1/2019,59489,322,22,8,1125
9/1/2019,59492,322,12,10,358.33
9/1/2019,59495,322,11,6,450
9/1/2019,60648,322,21,9,37.71
9/1/2019,60649,322,27,8,55.61
9/1/2019,60650,322,12,7,73.52
9/1/2019,60651,322,22,8,25.67
9/1/2019,55624,348,36,2,216.69
9/1/2019,48740,348,47,7,39.54
9/1/2019,53212,348,50,4,26.91
9/1/2019,44058,153,2,7,65.83
9/1/2019,44059,153,3,18,34.87
9/1/2019,44060,153,2,17,57.76
9/1/2019,64640,293,40,7,11.5
9/1/2019,64049,455,8,13,100
9/1/2019,64047,455,1,15,50
9/1/2019,58679,159,100,NULL,336.88
9/1/2019,57553,159,46,4,63
9/1/2019,57554,159,46,4,66
9/1/2019,42470,161,100,NULL,133.38
9/1/2019,66346,638,11,6,24.75
9/1/2019,66345,638,46,5,24.75
9/1/2019,44035,167,25,10,23.15
9/1/2019,44038,167,16,14,23.52
9/1/2019,44042,167,25,12,34.52
9/1/2019,46126,167,44,8,34.52
9/1/2019,58582,465,0,17,31.85
9/1/2019,58578,465,0,16,180
9/1/2019,60157,465,0,14,47.28
9/1/2019,60288,465,0,14,92.61
9/1/2019,58580,465,0,14,30.51
9/1/2019,60394,468,30,6,158.41
9/1/2019,54880,469,55,4,560.15
9/1/2019,60119,469,2,6,45.2
9/1/2019,65160,475,0,12,32.93
9/1/2019,65161,475,0,12,32.93
9/1/2019,65159,475,0,11,32.93
9/1/2019,42482,179,100,2,1639.93
9/1/2019,42484,179,100,NULL,662.03
9/1/2019,42577,182,30,7,64.53
9/1/2019,42579,182,30,5,80.69
9/1/2019,42573,182,46,1,65.88
9/1/2019,42575,182,30,9,48.37
9/1/2019,61572,201,12,7,128.94
9/1/2019,49086,269,77,2,244.03
9/1/2019,49087,269,71,2,309.32
9/1/2019,49088,269,64,2,463.94
9/1/2019,45316,269,30,10,24.99
9/1/2019,45320,269,31,11,30.49
9/1/2019,61084,1068,2,3,125.28
9/1/2019,51328,203,0,11,57.95
9/1/2019,51331,203,23,4,325.71
9/1/2019,51333,203,0,8,30.4
9/1/2019,55784,520,0,6,47.61
9/1/2019,46834,309,7,13,80
9/1/2019,46814,309,6,13,80
9/1/2019,46815,309,7,12,90
9/1/2019,46816,309,6,12,90
10/1/2019,57975,365,0,7,150
10/1/2019,42518,4,18,9,18
10/1/2019,42374,4,8,13,176.5
10/1/2019,42376,4,8,10,151.25
10/1/2019,65571,1057,0,8,59.42
10/1/2019,65570,1057,0,8,59.42
10/1/2019,60820,373,24,3,848.06
10/1/2019,52612,373,3,16,44.6
10/1/2019,54073,373,3,15,1486.67
10/1/2019,54071,373,2,16,1681.67
10/1/2019,53003,373,3,15,1486.67
10/1/2019,52610,373,3,16,50.45
10/1/2019,54050,373,3,17,1486.67
10/1/2019,54127,320,44,20,19.06
10/1/2019,54134,320,41,21,27.13
10/1/2019,54141,320,36,20,27.13
10/1/2019,54121,320,28,20,27.13
10/1/2019,48009,355,32,7,43.5
10/1/2019,56784,355,42,2,111.38
10/1/2019,49288,355,45,3,50
10/1/2019,56628,238,0,5,72.9
10/1/2019,47723,333,45,3,200
10/1/2019,46384,553,34,3,89.47
10/1/2019,46385,553,0,3,89.47
10/1/2019,46387,553,3,2,89.47
10/1/2019,64799,228,50,3,13.75
10/1/2019,42591,217,36,6,71.34
10/1/2019,42589,217,37,7,53.48
10/1/2019,43658,83,8,2,56.4
10/1/2019,46108,229,83,1,74.87
10/1/2019,50589,28,0,2,178.74
10/1/2019,50595,28,1,2,178.74
10/1/2019,54170,28,1,3,178.74
10/1/2019,42625,28,2,8,1279.3
10/1/2019,58806,29,41,2,237.82
10/1/2019,58807,29,39,2,237.82
10/1/2019,58878,29,39,2,237.82
10/1/2019,58879,29,42,2,237.82
10/1/2019,65048,330,53,4,120
10/1/2019,65050,330,32,7,35.73
10/1/2019,65052,381,31,5,71.2
10/1/2019,65055,381,42,5,141.3
10/1/2019,47854,354,1,4,312.74
10/1/2019,65059,329,13,8,35
10/1/2019,65060,329,22,6,2.25
10/1/2019,65064,329,17,7,60
10/1/2019,65065,329,19,7,3.65
10/1/2019,61587,562,18,16,300
10/1/2019,61590,562,34,17,400
10/1/2019,61592,562,19,11,20
10/1/2019,45430,287,1,5,21.9
10/1/2019,45429,287,7,4,21.9
10/1/2019,66492,1149,7,7,1900
10/1/2019,45968,232,18,12,166.67
10/1/2019,63907,52,31,4,679.16
10/1/2019,63918,52,17,4,679.16
10/1/2019,42403,53,47,4,335.32
10/1/2019,42401,53,32,5,84.01
10/1/2019,46256,57,26,8,104.88
10/1/2019,46308,57,32,9,117.75
10/1/2019,57338,59,34,7,100
10/1/2019,46409,61,30,12,371.09
10/1/2019,42410,61,25,13,439.38
10/1/2019,55986,1009,27,7,96.88
10/1/2019,42418,67,44,11,425.3
10/1/2019,42420,67,49,12,425.3
10/1/2019,42422,67,51,12,479.3
10/1/2019,42424,67,59,8,480.1
10/1/2019,52592,391,0,16,29.38
10/1/2019,52593,391,0,18,14.73
10/1/2019,52594,391,0,18,14.73
10/1/2019,51451,512,0,2,85.59
10/1/2019,42433,72,67,2,107.78
10/1/2019,42435,72,17,4,129.34
10/1/2019,42613,72,33,5,105.9
10/1/2019,42615,72,36,5,112.5
10/1/2019,51552,404,2,14,73.8
10/1/2019,54145,353,5,4,10.95
10/1/2019,54146,353,13,4,15.95
10/1/2019,54147,353,15,6,34.95
10/1/2019,53148,74,56,4,498.15
10/1/2019,53151,74,5,4,56.46
10/1/2019,65959,405,41,1,261.26
10/1/2019,65960,405,50,1,379.62
10/1/2019,65961,405,54,1,516.86
10/1/2019,42447,87,65,2,60
10/1/2019,42443,87,54,1,50
10/1/2019,42445,87,65,2,55
10/1/2019,42658,90,0,22,144
10/1/2019,47715,90,0,17,324.6
10/1/2019,47717,90,0,16,78.37
10/1/2019,46929,311,1,4,137.48
10/1/2019,46808,311,0,6,137.48
10/1/2019,46922,311,1,4,137.48
10/1/2019,64143,518,0,4,38.52
10/1/2019,64142,518,0,4,7.71
10/1/2019,64141,518,0,4,77.03
10/1/2019,42588,218,90,5,30.5
10/1/2019,42585,218,86,7,21.75
10/1/2019,63441,1064,31,5,41.96
10/1/2019,63443,1064,31,5,41.96
10/1/2019,63444,1064,28,6,41.96
10/1/2019,63445,1064,24,6,41.96
10/1/2019,49206,996,43,6,135.75
10/1/2019,49218,996,56,6,136.7
10/1/2019,49572,497,34,5,85
10/1/2019,63307,497,28,3,240
10/1/2019,63479,415,27,15,1114.15
10/1/2019,61086,415,33,15,1368.26
10/1/2019,63896,335,17,10,30.06
10/1/2019,63895,335,19,9,14.54
10/1/2019,44584,107,63,5,64.12
10/1/2019,54101,424,69,2,703.03
10/1/2019,54107,424,37,7,225
10/1/2019,54112,424,33,4,225
10/1/2019,45531,240,62,2,151.87
10/1/2019,45534,240,63,2,157.95
10/1/2019,55984,427,15,2,11
10/1/2019,56008,313,15,6,44.47
10/1/2019,59428,313,2,6,66.77
10/1/2019,57787,1007,0,4,60
10/1/2019,61100,1007,0,12,30
10/1/2019,45545,127,0,13,8.71
10/1/2019,46313,127,0,10,22.45
10/1/2019,45709,274,48,7,208.92
10/1/2019,45720,274,42,9,74.48
10/1/2019,45726,274,38,10,122.55
10/1/2019,47251,234,11,8,296.67
10/1/2019,47254,234,11,8,375
10/1/2019,47257,234,11,6,425
10/1/2019,47059,318,34,12,47.7
10/1/2019,47065,318,67,13,60
10/1/2019,47808,295,71,3,120
10/1/2019,59535,439,0,15,
10/1/2019,50998,441,14,5,66.94
10/1/2019,51796,358,50,7,438.6
10/1/2019,51795,358,49,7,877.2
10/1/2019,44981,152,30,4,32.3
10/1/2019,44968,152,31,2,130
10/1/2019,59480,322,15,9,558.33
10/1/2019,59483,322,18,7,833.33
10/1/2019,59486,322,11,8,333.33
10/1/2019,59489,322,15,7,1125
10/1/2019,59492,322,13,9,358.33
10/1/2019,59495,322,7,6,450
10/1/2019,60648,322,25,8,37.71
10/1/2019,60649,322,30,8,55.61
10/1/2019,60650,322,13,7,73.52
10/1/2019,60651,322,24,8,25.67
10/1/2019,55624,348,20,2,216.69
10/1/2019,48740,348,42,8,39.54
10/1/2019,53212,348,49,4,26.91
10/1/2019,44058,153,1,7,65.83
10/1/2019,44059,153,1,18,34.87
10/1/2019,44060,153,1,17,57.76
10/1/2019,64640,293,42,7,11.5
10/1/2019,64049,455,6,14,100
10/1/2019,64047,455,1,12,50
10/1/2019,58679,159,100,NULL,336.88
10/1/2019,57553,159,42,4,63
10/1/2019,57554,159,44,4,66
10/1/2019,42470,161,100,NULL,133.38
10/1/2019,66346,638,29,5,24.75
10/1/2019,66345,638,57,5,24.75
10/1/2019,44035,167,21,9,23.15
10/1/2019,44038,167,16,14,23.52
10/1/2019,44042,167,25,12,34.52
10/1/2019,46126,167,37,7,34.52
10/1/2019,58582,465,0,17,31.85
10/1/2019,58578,465,0,16,180
10/1/2019,60157,465,0,14,47.28
10/1/2019,60288,465,0,14,92.61
10/1/2019,58580,465,0,14,30.51
10/1/2019,60394,468,3,5,158.41
10/1/2019,54880,469,53,4,560.15
10/1/2019,60119,469,3,6,45.2
10/1/2019,65160,475,0,11,32.93
10/1/2019,65161,475,0,12,32.93
10/1/2019,65159,475,0,11,32.93
10/1/2019,42482,179,100,2,1639.93
10/1/2019,42484,179,100,NULL,662.03
10/1/2019,42577,182,30,7,64.53
10/1/2019,42579,182,29,5,80.69
10/1/2019,42573,182,48,1,65.88
10/1/2019,42575,182,31,9,48.37
10/1/2019,61572,201,11,7,128.94
10/1/2019,49086,269,75,2,244.03
10/1/2019,49087,269,73,2,309.32
10/1/2019,49088,269,65,2,463.94
10/1/2019,45316,269,34,10,24.99
10/1/2019,45320,269,29,11,30.49
10/1/2019,61084,1068,2,3,125.28
10/1/2019,51328,203,0,10,57.95
10/1/2019,51330,203,0,8,171
10/1/2019,51331,203,26,4,325.71
10/1/2019,51333,203,0,8,30.4
10/1/2019,55784,520,0,6,47.61
10/1/2019,46834,309,5,12,80
10/1/2019,46814,309,5,12,80
10/1/2019,46815,309,4,12,90
10/1/2019,46816,309,4,12,90
11/1/2019,57975,365,0,7,150
11/1/2019,42518,4,17,10,18
11/1/2019,42374,4,8,13,176.5
11/1/2019,42376,4,8,9,151.25
11/1/2019,65571,1057,0,8,59.42
11/1/2019,65570,1057,0,8,59.42
11/1/2019,60820,373,25,3,848.06
11/1/2019,52612,373,2,16,44.6
11/1/2019,54073,373,2,16,1486.67
11/1/2019,54071,373,3,17,1681.67
11/1/2019,53003,373,4,16,1486.67
11/1/2019,52610,373,3,17,50.45
11/1/2019,54050,373,3,17,1486.67
11/1/2019,54127,320,43,20,19.06
11/1/2019,54134,320,45,21,27.13
11/1/2019,54141,320,36,20,27.13
11/1/2019,54121,320,31,20,27.13
11/1/2019,48009,355,33,6,43.5
11/1/2019,56784,355,42,2,111.38
11/1/2019,49288,355,10,3,50
11/1/2019,56628,238,1,5,72.9
11/1/2019,47723,333,47,3,200
11/1/2019,46384,553,19,3,89.47
11/1/2019,46385,553,0,3,89.47
11/1/2019,46386,553,0,3,89.47
11/1/2019,46387,553,3,2,89.47
11/1/2019,64799,228,49,3,13.75
11/1/2019,42591,217,36,6,71.34
11/1/2019,42589,217,32,7,53.48
11/1/2019,43658,83,7,2,56.4
11/1/2019,46108,229,82,1,74.87
11/1/2019,50589,28,0,2,178.74
11/1/2019,50595,28,0,2,178.74
11/1/2019,54170,28,1,2,178.74
11/1/2019,42625,28,1,9,1279.3
11/1/2019,58806,29,40,2,237.82
11/1/2019,58807,29,37,2,237.82
11/1/2019,58878,29,36,2,237.82
11/1/2019,58879,29,43,2,237.82
11/1/2019,65048,330,6,5,120
11/1/2019,65050,330,28,6,35.73
11/1/2019,65052,381,31,5,71.2
11/1/2019,65055,381,44,5,141.3
11/1/2019,65059,329,13,9,35
11/1/2019,65060,329,22,6,2.25
11/1/2019,65064,329,18,6,60
11/1/2019,65065,329,8,7,3.65
11/1/2019,61587,562,20,16,300
11/1/2019,61590,562,36,17,400
11/1/2019,61592,562,15,11,20
11/1/2019,45430,287,5,5,21.9
11/1/2019,45429,287,12,4,21.9
11/1/2019,66492,1149,8,6,1900
11/1/2019,45968,232,16,12,166.67
11/1/2019,63907,52,30,4,679.16
11/1/2019,63918,52,20,4,679.16
11/1/2019,42403,53,48,4,335.32
11/1/2019,42401,53,32,4,84.01
11/1/2019,46256,57,23,9,104.88
11/1/2019,46308,57,29,10,117.75
11/1/2019,57338,59,33,6,100
11/1/2019,46409,61,29,12,371.09
11/1/2019,42410,61,25,12,439.38
11/1/2019,55986,1009,30,6,96.88
11/1/2019,42418,67,45,10,425.3
11/1/2019,42420,67,45,12,425.3
11/1/2019,42422,67,47,12,479.3
11/1/2019,42424,67,57,9,480.1
11/1/2019,52592,391,1,17,29.38
11/1/2019,52593,391,0,19,14.73
11/1/2019,52594,391,0,18,14.73
11/1/2019,51451,512,0,2,85.59
11/1/2019,42433,72,68,3,107.78
11/1/2019,42435,72,18,4,129.34
11/1/2019,42613,72,33,5,105.9
11/1/2019,42615,72,35,4,112.5
11/1/2019,51552,404,3,15,73.8
11/1/2019,54145,353,5,4,10.95
11/1/2019,54146,353,6,4,15.95
11/1/2019,54147,353,13,6,34.95
11/1/2019,53148,74,54,4,498.15
11/1/2019,53151,74,41,4,56.46
11/1/2019,65959,405,47,1,261.26
11/1/2019,65960,405,48,1,379.62
11/1/2019,65961,405,47,1,516.86
11/1/2019,42447,87,69,2,60
11/1/2019,42443,87,62,1,50
11/1/2019,42445,87,67,2,55
11/1/2019,42658,90,0,22,144
11/1/2019,42660,90,0,19,22
11/1/2019,47715,90,0,17,324.6
11/1/2019,46929,311,1,4,137.48
11/1/2019,46808,311,1,6,137.48
11/1/2019,46922,311,0,4,137.48
11/1/2019,64143,518,0,4,38.52
11/1/2019,64142,518,0,4,7.71
11/1/2019,64141,518,0,4,77.03
11/1/2019,42588,218,90,6,30.5
11/1/2019,42585,218,87,8,21.75
11/1/2019,63441,1064,33,5,41.96
11/1/2019,63443,1064,31,5,41.96
11/1/2019,63444,1064,28,6,41.96
11/1/2019,63445,1064,24,6,41.96
11/1/2019,49206,996,42,6,135.75
11/1/2019,49218,996,58,6,136.7
11/1/2019,49572,497,39,5,85
11/1/2019,63307,497,21,3,240
11/1/2019,63479,415,31,13,1114.15
11/1/2019,61086,415,22,14,1368.26
11/1/2019,63896,335,17,9,30.06
11/1/2019,63895,335,19,9,14.54
11/1/2019,44584,107,63,5,64.12
11/1/2019,54101,424,69,2,703.03
11/1/2019,54107,424,35,8,225
11/1/2019,54112,424,29,5,225
11/1/2019,45531,240,64,2,151.87
11/1/2019,45534,240,61,2,157.95
11/1/2019,55984,427,8,3,11
11/1/2019,56008,313,5,6,44.47
11/1/2019,59428,313,4,5,66.77
11/1/2019,57787,1007,0,5,60
11/1/2019,61100,1007,0,13,30
11/1/2019,45547,127,0,14,
11/1/2019,46313,127,0,10,22.45
11/1/2019,45709,274,47,8,208.92
11/1/2019,45720,274,43,9,74.48
11/1/2019,45726,274,39,11,122.55
11/1/2019,47251,234,12,8,296.67
11/1/2019,47254,234,13,7,375
11/1/2019,47257,234,21,6,425
11/1/2019,47059,318,34,11,47.7
11/1/2019,47065,318,66,12,60
11/1/2019,47808,295,68,3,120
11/1/2019,59535,439,0,15,
11/1/2019,50998,441,10,5,66.94
11/1/2019,51796,358,50,7,438.6
11/1/2019,51795,358,50,7,877.2
11/1/2019,44981,152,14,4,32.3
11/1/2019,44968,152,30,2,130
11/1/2019,59480,322,14,9,558.33
11/1/2019,59483,322,14,7,833.33
11/1/2019,59486,322,7,8,333.33
11/1/2019,59489,322,14,7,1125
11/1/2019,59492,322,15,9,358.33
11/1/2019,59495,322,7,6,450
11/1/2019,60648,322,21,8,37.71
11/1/2019,60649,322,29,8,55.61
11/1/2019,60650,322,13,7,73.52
11/1/2019,60651,322,24,7,25.67
11/1/2019,55624,348,21,2,216.69
11/1/2019,48740,348,30,8,39.54
11/1/2019,53212,348,27,4,26.91
11/1/2019,44058,153,2,7,65.83
11/1/2019,44059,153,1,17,34.87
11/1/2019,44060,153,1,17,57.76
11/1/2019,64640,293,43,7,11.5
11/1/2019,64049,455,6,13,100
11/1/2019,64047,455,1,12,50
11/1/2019,58679,159,100,NULL,336.88
11/1/2019,57553,159,42,4,63
11/1/2019,57554,159,44,4,66
11/1/2019,42470,161,100,NULL,133.38
11/1/2019,66346,638,27,5,24.75
11/1/2019,66345,638,47,5,24.75
11/1/2019,44035,167,17,10,23.15
11/1/2019,44038,167,16,14,23.52
11/1/2019,44042,167,23,12,34.52
11/1/2019,46126,167,40,7,34.52
11/1/2019,58582,465,0,17,31.85
11/1/2019,58557,465,0,16,18
11/1/2019,60157,465,0,14,47.28
11/1/2019,60288,465,0,14,92.61
11/1/2019,58580,465,0,14,30.51
11/1/2019,60394,468,3,5,158.41
11/1/2019,54880,469,46,4,560.15
11/1/2019,60119,469,8,6,45.2
11/1/2019,65160,475,0,12,32.93
11/1/2019,42482,179,95,2,1639.93
11/1/2019,42484,179,100,NULL,662.03
11/1/2019,42577,182,29,7,64.53
11/1/2019,42579,182,31,6,80.69
11/1/2019,42573,182,44,1,65.88
11/1/2019,42575,182,31,9,48.37
11/1/2019,61572,201,12,7,128.94
11/1/2019,49086,269,70,2,244.03
11/1/2019,49087,269,71,2,309.32
11/1/2019,49088,269,56,2,463.94
11/1/2019,45316,269,33,9,24.99
11/1/2019,45320,269,29,11,30.49
11/1/2019,61084,1068,1,3,125.28
11/1/2019,51328,203,0,10,57.95
11/1/2019,51329,203,0,8,36.1
11/1/2019,51331,203,25,4,325.71
11/1/2019,51333,203,0,8,30.4
11/1/2019,55784,520,0,5,47.61
11/1/2019,46834,309,5,12,80
11/1/2019,46814,309,5,12,80
11/1/2019,46815,309,4,12,90
11/1/2019,46816,309,5,12,90
